Job Title,Job ID,City,State,Country,Category,Apply Link
Technical Lead - L1,78608,Hyderabad,Telangana,India,Cloud,https://careers.wipro.com/job/Technical-Lead-L1/78608-en_US
Senior Service Manager,78613,Gurugram,Haryana,India,Business Process,https://careers.wipro.com/job/Senior-Service-Manager/78613-en_US
Scrum Master - L1,78618,Pune,Maharashtra,India,Digital Experience,https://careers.wipro.com/job/Scrum-Master-L1/78618-en_US
Technical Lead - L1,78636,Bengaluru,Karnataka,India,Engineering,https://careers.wipro.com/job/Technical-Lead-L1/78636-en_US
Technical Lead - L1,78640,Bengaluru,Karnataka,India,Digital Experience,https://careers.wipro.com/job/Technical-Lead-L1/78640-en_US
DevOps Engineer - L4,78651,Bengaluru,Karnataka,India,Digital Experience,https://careers.wipro.com/job/DevOps-Engineer-L4/78651-en_US
Technical Lead - L1,78688,Bengaluru,Karnataka,India,Digital Experience,https://careers.wipro.com/job/Technical-Lead-L1/78688-en_US
Developer - L3,78695,Bengaluru,Karnataka,India,Digital Experience,https://careers.wipro.com/job/Developer-L3/78695-en_US
Test Engineer - L3,78709,Hyderabad,Telangana,India,Digital Experience,https://careers.wipro.com/job/Test-Engineer-L3/78709-en_US
Lead Administrator - L1,71605,Pune,Maharashtra,India,Cloud,https://careers.wipro.com/job/Lead-Administrator-L1/71605-en_US
Lead Administrator - L1,71811,Pune,Maharashtra,India,Cloud,https://careers.wipro.com/job/Lead-Administrator-L1/71811-en_US
Lead Administrator - L1,71819,Pune,Maharashtra,India,Cloud,https://careers.wipro.com/job/Lead-Administrator-L1/71819-en_US
Lead Administrator - L2,60525,Bengaluru,Karnataka,India,Cloud,https://careers.wipro.com/job/Lead-Administrator-L2/60525-en_US
Functional Consultant - L2,61018,Hyderabad,Telangana,India,Cloud,https://careers.wipro.com/job/Functional-Consultant-L2/61018-en_US
Developer - L3,61081,Hyderabad,Telangana,India,Digital Experience,https://careers.wipro.com/job/Developer-L3/61081-en_US
Senior Analyst,61667,Gurugram,Haryana,India,Business Process,https://careers.wipro.com/job/Senior-Analyst/61667-en_US
Technical Consultant - L1,63855,Hyderabad,Telangana,India,Cloud,https://careers.wipro.com/job/Technical-Consultant-L1/63855-en_US
Cyber Security Analyst - L4,64090,Bengaluru,Karnataka,India,Cloud,https://careers.wipro.com/job/Cyber-Security-Analyst-L4/64090-en_US
Technical Lead - L1,64139,Bengaluru,Karnataka,India,Digital Experience,https://careers.wipro.com/job/Technical-Lead-L1/64139-en_US
Delivery Operations Manager - L1,84362,Mumbai,Maharashtra,India,Cloud,https://careers.wipro.com/job/Delivery-Operations-Manager-L1/84362-en_US
Delivery Operations Manager - L1,84363,Mumbai,Maharashtra,India,Cloud,https://careers.wipro.com/job/Delivery-Operations-Manager-L1/84363-en_US
Technical Lead - L1,84364,Bengaluru,Karnataka,India,Cloud,https://careers.wipro.com/job/Technical-Lead-L1/84364-en_US
Developer - L3,84368,Pune,Maharashtra,India,Cloud,https://careers.wipro.com/job/Developer-L3/84368-en_US
Project Manager - L1,84376,Pune,Maharashtra,India,Cloud,https://careers.wipro.com/job/Project-Manager-L1/84376-en_US
Project Manager - L1,84377,Pune,Maharashtra,India,Cloud,https://careers.wipro.com/job/Project-Manager-L1/84377-en_US
Service Desk Analyst - L1,84391,Hyderabad,Telangana,India,Cloud,https://careers.wipro.com/job/Service-Desk-Analyst-L1/84391-en_US
Project Manager - L2,84394,Pune,Maharashtra,India,Consulting,https://careers.wipro.com/job/Project-Manager-L2/84394-en_US
AI Lead - L1,84397,Bengaluru,Karnataka,India,Cloud,https://careers.wipro.com/job/AI-Lead-L1/84397-en_US
Lead Administrator - L1,84417,Pune,Maharashtra,India,Cloud,https://careers.wipro.com/job/Lead-Administrator-L1/84417-en_US
Technical Lead - L1,41455,Hyderabad,Telangana,India,Cloud,https://careers.wipro.com/job/Technical-Lead-L1/41455-en_US
Developer - L4,43464,Bengaluru,Karnataka,India,Digital Experience,https://careers.wipro.com/job/Developer-L4/43464-en_US
Lead Administrator - L2,43476,Ahmedabad,Gujarat,India,Cloud,https://careers.wipro.com/job/Lead-Administrator-L2/43476-en_US
Developer - L4,45214,Hyderabad,Telangana,India,Cloud,https://careers.wipro.com/job/Developer-L4/45214-en_US
Developer - L3,46161,Bengaluru,Karnataka,India,Digital Experience,https://careers.wipro.com/job/Developer-L3/46161-en_US
Senior Servicenow Developer,47992,Pune,Maharashtra,India,Cloud,https://careers.wipro.com/job/Senior-Servicenow-Developer/47992-en_US
Senior Servicenow Developer,47993,Pune,Maharashtra,India,Cloud,https://careers.wipro.com/job/Senior-Servicenow-Developer/47993-en_US
Technical Lead - Service Now,48849,Hyderabad,Telangana,India,Business Process,https://careers.wipro.com/job/Technical-Lead-Service-Now/48849-en_US
Administrator - L3,49421,Delhi,Delhi,India,Cloud,https://careers.wipro.com/job/Administrator-L3/49421-en_US
ML Engineer,50910,Bengaluru,Karnataka,India,Cloud,https://careers.wipro.com/job/ML-Engineer/50910-en_US
Technical Lead - L1,52030,Bengaluru,Karnataka,India,Cloud,https://careers.wipro.com/job/Technical-Lead-L1/52030-en_US
Cyber Security Analyst - L3,57821,Bengaluru,Karnataka,India,Cloud,https://careers.wipro.com/job/Cyber-Security-Analyst-L3/57821-en_US
Lead Administrator - L1,59453,Delhi,Delhi,India,Cloud,https://careers.wipro.com/job/Lead-Administrator-L1/59453-en_US
Sr Software Engineer,59972,Pune,Maharashtra,India,Digital Experience,https://careers.wipro.com/job/Sr-Software-Engineer/59972-en_US
Senior Consultant - Tech & Impl - L1,60017,Bengaluru,Karnataka,India,Consulting,https://careers.wipro.com/job/Senior-Consultant-Tech-&amp;-Impl-L1/60017-en_US
Developer - L3,78063,Bengaluru,Karnataka,India,Engineering,https://careers.wipro.com/job/Developer-L3/78063-en_US
Analyst,28447,Gurugram,Haryana,India,Business Process,https://careers.wipro.com/job/Analyst/28447-en_US
Processor,78008,Gurugram,Haryana,India,Business Process,https://careers.wipro.com/job/Processor/78008-en_US
Production Agent - L1,77000,Mumbai,Maharashtra,India,Business Process,https://careers.wipro.com/job/Production-Agent-L1/77000-en_US
Technical Lead - L1,69848,Bengaluru,Karnataka,India,Cloud,https://careers.wipro.com/job/Technical-Lead-L1/69848-en_US
Lead Administrator - L1,82889,Hyderabad,Telangana,India,Cloud,https://careers.wipro.com/job/Lead-Administrator-L1/82889-en_US
Administrator - L3,82892,Hyderabad,Telangana,India,Cloud,https://careers.wipro.com/job/Administrator-L3/82892-en_US
Administrator - L3,82894,Mumbai,Maharashtra,India,Cloud,https://careers.wipro.com/job/Administrator-L3/82894-en_US
Administrator - L3,82897,Hyderabad,Telangana,India,Cloud,https://careers.wipro.com/job/Administrator-L3/82897-en_US
Lead Administrator - L1,82899,Hyderabad,Telangana,India,Cloud,https://careers.wipro.com/job/Lead-Administrator-L1/82899-en_US
Lead Administrator - L1,82900,Hyderabad,Telangana,India,Cloud,https://careers.wipro.com/job/Lead-Administrator-L1/82900-en_US
Lead Administrator - L1,82901,Mumbai,Maharashtra,India,Cloud,https://careers.wipro.com/job/Lead-Administrator-L1/82901-en_US
Lead Administrator - L1,82902,Mumbai,Maharashtra,India,Cloud,https://careers.wipro.com/job/Lead-Administrator-L1/82902-en_US
Administrator - L2,82909,Mumbai,Maharashtra,India,Cloud,https://careers.wipro.com/job/Administrator-L2/82909-en_US
Administrator - L2,82911,Mumbai,Maharashtra,India,Cloud,https://careers.wipro.com/job/Administrator-L2/82911-en_US
Developer - L3,69845,Bengaluru,Karnataka,India,Cloud,https://careers.wipro.com/job/Developer-L3/69845-en_US
Developer - L3,49178,Bengaluru,Karnataka,India,Engineering,https://careers.wipro.com/job/Developer-L3/49178-en_US
Developer - L3,69841,Bengaluru,Karnataka,India,Cloud,https://careers.wipro.com/job/Developer-L3/69841-en_US
Developer - L3,52855,Bengaluru,Karnataka,India,Engineering,https://careers.wipro.com/job/Developer-L3/52855-en_US
Lead Administrator - L1,77091,Bengaluru,Karnataka,India,Cloud,https://careers.wipro.com/job/Lead-Administrator-L1/77091-en_US
Analyst,40047,Gurugram,Haryana,India,Business Process,https://careers.wipro.com/job/Analyst/40047-en_US
Technical Lead - L1,65953,Hyderabad,Telangana,India,Cloud,https://careers.wipro.com/job/Technical-Lead-L1/65953-en_US
Analyst,41281,Gurugram,Haryana,India,Business Process,https://careers.wipro.com/job/Analyst/41281-en_US
Developer - L3,78060,Bengaluru,Karnataka,India,Engineering,https://careers.wipro.com/job/Developer-L3/78060-en_US
Production Agent - L1,77138,Gurugram,Haryana,India,Business Process,https://careers.wipro.com/job/Production-Agent-L1/77138-en_US
Technical Lead - L1,71692,Bengaluru,Karnataka,India,Digital Experience,https://careers.wipro.com/job/Technical-Lead-L1/71692-en_US
Developer - L3,71733,Bengaluru,Karnataka,India,Cloud,https://careers.wipro.com/job/Developer-L3/71733-en_US
Techno Functional Consultant - L1,71738,Mumbai,Maharashtra,India,Cloud,https://careers.wipro.com/job/Techno-Functional-Consultant-L1/71738-en_US
Linux VCS,71820,Pune,Maharashtra,India,Cloud,https://careers.wipro.com/job/Linux-VCS/71820-en_US
Lead Administrator - L1,71821,Pune,Maharashtra,India,Cloud,https://careers.wipro.com/job/Lead-Administrator-L1/71821-en_US
Technical Lead - L1,71988,Bengaluru,Karnataka,India,Digital Experience,https://careers.wipro.com/job/Technical-Lead-L1/71988-en_US
Lead Administrator - L1,72099,Pune,Maharashtra,India,Cloud,https://careers.wipro.com/job/Lead-Administrator-L1/72099-en_US
Lead Administrator - L1,72346,Pune,Maharashtra,India,Cloud,https://careers.wipro.com/job/Lead-Administrator-L1/72346-en_US
Lead Administrator - L1,72347,Pune,Maharashtra,India,Cloud,https://careers.wipro.com/job/Lead-Administrator-L1/72347-en_US
Technical Lead - L1,72368,Bengaluru,Karnataka,India,Digital Experience,https://careers.wipro.com/job/Technical-Lead-L1/72368-en_US
Developer - L3,52927,Bengaluru,Karnataka,India,Engineering,https://careers.wipro.com/job/Developer-L3/52927-en_US
Developer - L3,37513,Hyderabad,Telangana,India,Cloud,https://careers.wipro.com/job/Developer-L3/37513-en_US
Software Engineer - L3,51601,Bengaluru,Karnataka,India,Engineering,https://careers.wipro.com/job/Software-Engineer-L3/51601-en_US
Salesforce Technical Lead,35628,Hyderabad,Telangana,India,Cloud,https://careers.wipro.com/job/Salesforce-Technical-Lead/35628-en_US
Infrastructure and Platform Architect - L2,69698,Bengaluru,Karnataka,India,Cloud,https://careers.wipro.com/job/Infrastructure-and-Platform-Architect-L2/69698-en_US
Techno Functional Consultant - L2,78053,Bengaluru,Karnataka,India,Consulting,https://careers.wipro.com/job/Techno-Functional-Consultant-L2/78053-en_US
First Line Manager (FLM) - L2,77291,Hyderabad,Telangana,India,Business Process,https://careers.wipro.com/job/First-Line-Manager-%28FLM%29-L2/77291-en_US
Infrastructure and Platform Architect - L2,69697,Bengaluru,Karnataka,India,Cloud,https://careers.wipro.com/job/Infrastructure-and-Platform-Architect-L2/69697-en_US
Developer - L4,82227,Hyderabad,Telangana,India,Cloud,https://careers.wipro.com/job/Developer-L4/82227-en_US
Developer - L4,82226,Hyderabad,Telangana,India,Cloud,https://careers.wipro.com/job/Developer-L4/82226-en_US
Techno Functional Consultant - L2,73239,Hyderabad,Telangana,India,Cloud,https://careers.wipro.com/job/Techno-Functional-Consultant-L2/73239-en_US
Juniper Routing and Switching,73245,Mumbai,Maharashtra,India,Cloud,https://careers.wipro.com/job/Juniper-Routing-and-Switching/73245-en_US
Technical Lead - L1,73269,Gurugram,Haryana,India,Business Process,https://careers.wipro.com/job/Technical-Lead-L1/73269-en_US
Developer - L3,73560,Bengaluru,Karnataka,India,Engineering,https://careers.wipro.com/job/Developer-L3/73560-en_US
Technical Lead-DLP,73578,Bengaluru,Karnataka,India,Cloud,https://careers.wipro.com/job/Technical-Lead-DLP/73578-en_US
Test Architect - L1,73693,Bengaluru,Karnataka,India,Engineering,https://careers.wipro.com/job/Test-Architect-L1/73693-en_US
Infra Architect- AWS EKS,73732,Pune,Maharashtra,India,Cloud,https://careers.wipro.com/job/Infra-Architect-AWS-EKS/73732-en_US
Solution Architect - L1,73736,Bengaluru,Karnataka,India,Cloud,https://careers.wipro.com/job/Solution-Architect-L1/73736-en_US
Salesforce Healthcare and Life Sciences Competency Head,49491,Bengaluru,Karnataka,India,Cloud,https://careers.wipro.com/job/Salesforce-Healthcare-and-Life-Sciences-Competency-Head/49491-en_US
Salesforce Financial Services Competency Head,49498,Bengaluru,Karnataka,India,Cloud,https://careers.wipro.com/job/Salesforce-Financial-Services-Competency-Head/49498-en_US
Test Lead,77595,Bengaluru,Karnataka,India,Digital Experience,https://careers.wipro.com/job/Test-Lead/77595-en_US
Developer - L3,75212,Mumbai,Maharashtra,India,Cloud,https://careers.wipro.com/job/Developer-L3/75212-en_US
Developer - L3,77918,Mumbai,Maharashtra,India,Digital Experience,https://careers.wipro.com/job/Developer-L3/77918-en_US
Technical Lead - L1,74471,Hyderabad,Telangana,India,Digital Experience,https://careers.wipro.com/job/Technical-Lead-L1/74471-en_US
Technical Lead - L1,76995,Hyderabad,Telangana,India,Cloud,https://careers.wipro.com/job/Technical-Lead-L1/76995-en_US
Developer - L3,70831,Pune,Maharashtra,India,Digital Experience,https://careers.wipro.com/job/Developer-L3/70831-en_US
Developer - L3,71726,Hyderabad,Telangana,India,Cloud,https://careers.wipro.com/job/Developer-L3/71726-en_US
Analyst,36647,Gurugram,Haryana,India,Business Process,https://careers.wipro.com/job/Analyst/36647-en_US
Solution Architect - L1,62912,Bengaluru,Karnataka,India,Engineering,https://careers.wipro.com/job/Solution-Architect-L1/62912-en_US
Technical Lead - L1,68872,Pune,Maharashtra,India,Cloud,https://careers.wipro.com/job/Technical-Lead-L1/68872-en_US
Principal Consultant - Tech & Impl - L1,54944,Pune,Maharashtra,India,Consulting,https://careers.wipro.com/job/Principal-Consultant-Tech-&amp;-Impl-L1/54944-en_US
Project Manager - L1,55530,Mumbai,Maharashtra,India,Digital Experience,https://careers.wipro.com/job/Project-Manager-L1/55530-en_US
Developer - L3,57247,Bengaluru,Karnataka,India,Engineering,https://careers.wipro.com/job/Developer-L3/57247-en_US
Payments Team member,7730,Bengaluru,Karnataka,India,,https://careers.wipro.com/job/Payments-Team-member/7730-en_US
Senior Analyst,24109,Bengaluru,Karnataka,India,Business Process,https://careers.wipro.com/job/Senior-Analyst/24109-en_US
Developer - L4,68281,Bengaluru,Karnataka,India,Cloud,https://careers.wipro.com/job/Developer-L4/68281-en_US
Domain Consultant - L3,68370,Bengaluru,Karnataka,India,Consulting,https://careers.wipro.com/job/Domain-Consultant-L3/68370-en_US
Solution Architect - L2,70268,Bengaluru,Karnataka,India,Cloud,https://careers.wipro.com/job/Solution-Architect-L2/70268-en_US
ServiceNow Senior Developer,70269,Pune,Maharashtra,India,Cloud,https://careers.wipro.com/job/ServiceNow-Senior-Developer/70269-en_US
Techno Functional Consultant - L2,70287,Hyderabad,Telangana,India,Cloud,https://careers.wipro.com/job/Techno-Functional-Consultant-L2/70287-en_US
GCC Specialist Sales/ Business Development Executive,70293,Bengaluru,Karnataka,India,Corporate Function,https://careers.wipro.com/job/GCC-Specialist-Sales-Business-Development-Executive/70293-en_US
Domain Consultant - L3,70334,Bengaluru,Karnataka,India,Consulting,https://careers.wipro.com/job/Domain-Consultant-L3/70334-en_US
Domain Consultant - Endur,70337,Bengaluru,Karnataka,India,Consulting,https://careers.wipro.com/job/Domain-Consultant-Endur/70337-en_US
Lead Administrator - L2,70351,Pune,Maharashtra,India,Cloud,https://careers.wipro.com/job/Lead-Administrator-L2/70351-en_US
Cyber Security Analyst - L4,70533,Bengaluru,Karnataka,India,Cloud,https://careers.wipro.com/job/Cyber-Security-Analyst-L4/70533-en_US
Senior Analyst,71033,Gurugram,Haryana,India,Business Process,https://careers.wipro.com/job/Senior-Analyst/71033-en_US
Trainer - L4,71083,Hyderabad,Telangana,India,Business Process,https://careers.wipro.com/job/Trainer-L4/71083-en_US
Lead Administrator - L1,71208,Mumbai,Maharashtra,India,Cloud,https://careers.wipro.com/job/Lead-Administrator-L1/71208-en_US
Test Engineer - L2,71225,Hyderabad,Telangana,India,Cloud,https://careers.wipro.com/job/Test-Engineer-L2/71225-en_US
EDR/ Deep Security Management,71262,Mumbai,Maharashtra,India,Cloud,https://careers.wipro.com/job/EDR-Deep-Security-Management/71262-en_US
Administrator - L0,71329,Mumbai,Maharashtra,India,Cloud,https://careers.wipro.com/job/Administrator-L0/71329-en_US
Senior Analyst,40054,Gurugram,Haryana,India,Business Process,https://careers.wipro.com/job/Senior-Analyst/40054-en_US
Developer - L3,40278,Bengaluru,Karnataka,India,Cloud,https://careers.wipro.com/job/Developer-L3/40278-en_US
Developer - L4,41069,Hyderabad,Telangana,India,Business Process,https://careers.wipro.com/job/Developer-L4/41069-en_US
Technical Consultant - L2,42745,Hyderabad,Telangana,India,Cloud,https://careers.wipro.com/job/Technical-Consultant-L2/42745-en_US
Technical Lead - L1,42834,Bengaluru,Karnataka,India,Digital Experience,https://careers.wipro.com/job/Technical-Lead-L1/42834-en_US
Quality Analyst - L2,80515,Hyderabad,Telangana,India,Digital Experience,https://careers.wipro.com/job/Quality-Analyst-L2/80515-en_US
Test Engineer - L3,80522,Hyderabad,Telangana,India,Digital Experience,https://careers.wipro.com/job/Test-Engineer-L3/80522-en_US
Power BI Lead,80537,Bengaluru,Karnataka,India,Cloud,https://careers.wipro.com/job/Power-BI-Lead/80537-en_US
Technical Lead - L1,80539,Bengaluru,Karnataka,India,Cloud,https://careers.wipro.com/job/Technical-Lead-L1/80539-en_US
Solution Architect - L1,80541,Bengaluru,Karnataka,India,Cloud,https://careers.wipro.com/job/Solution-Architect-L1/80541-en_US
Solution Architect - L1,80542,Bengaluru,Karnataka,India,Cloud,https://careers.wipro.com/job/Solution-Architect-L1/80542-en_US
AI Lead - L1,80543,Bengaluru,Karnataka,India,Cloud,https://careers.wipro.com/job/AI-Lead-L1/80543-en_US
Developer - L4,80544,Bengaluru,Karnataka,India,Cloud,https://careers.wipro.com/job/Developer-L4/80544-en_US
Pyspark Tech Lead,80545,Bengaluru,Karnataka,India,Cloud,https://careers.wipro.com/job/Pyspark-Tech-Lead/80545-en_US
Databricks Lead,80546,Bengaluru,Karnataka,India,Cloud,https://careers.wipro.com/job/Databricks-Lead/80546-en_US
Director Solutions - Network & Security,80581,Bengaluru,Karnataka,India,Cloud,https://careers.wipro.com/job/Director-Solutions-Network-&amp;-Security/80581-en_US
DevOps Lead - L1,80583,Hyderabad,Telangana,India,Engineering,https://careers.wipro.com/job/DevOps-Lead-L1/80583-en_US
BMC Helix ITSM,80588,Hyderabad,Telangana,India,Cloud,https://careers.wipro.com/job/BMC-Helix-ITSM/80588-en_US
Lead Administrator - L1,80598,Bengaluru,Karnataka,India,Cloud,https://careers.wipro.com/job/Lead-Administrator-L1/80598-en_US
Technical Lead - L1,80615,Pune,Maharashtra,India,Digital Experience,https://careers.wipro.com/job/Technical-Lead-L1/80615-en_US
Technical Lead - L1,80618,Pune,Maharashtra,India,Digital Experience,https://careers.wipro.com/job/Technical-Lead-L1/80618-en_US
Technical Lead - SAP Testing,80647,Bengaluru,Karnataka,India,Digital Experience,https://careers.wipro.com/job/Technical-Lead-SAP-Testing/80647-en_US
Technical Lead - L1,80661,Hyderabad,Telangana,India,Cloud,https://careers.wipro.com/job/Technical-Lead-L1/80661-en_US
Databricks,80669,Pune,Maharashtra,India,Cloud,https://careers.wipro.com/job/Databricks/80669-en_US
Test Engineer - L3,80681,Bengaluru,Karnataka,India,Digital Experience,https://careers.wipro.com/job/Test-Engineer-L3/80681-en_US
Test Engineer - L3,80682,Bengaluru,Karnataka,India,Digital Experience,https://careers.wipro.com/job/Test-Engineer-L3/80682-en_US
Technical Lead - L1,80690,Mumbai,Maharashtra,India,Cloud,https://careers.wipro.com/job/Technical-Lead-L1/80690-en_US
Technical Lead,80710,Hyderabad,Telangana,India,Digital Experience,https://careers.wipro.com/job/Technical-Lead/80710-en_US
Mid Level manager (MLM) - L2,80721,Hyderabad,Telangana,India,Business Process,https://careers.wipro.com/job/Mid-Level-manager-%28MLM%29-L2/80721-en_US
Techno Functional Consultant - L1,80219,Hyderabad,Telangana,India,Cloud,https://careers.wipro.com/job/Techno-Functional-Consultant-L1/80219-en_US
Salesforce Developer,78085,Hyderabad,Telangana,India,Cloud,https://careers.wipro.com/job/Salesforce-Developer/78085-en_US
Functional Consultant - L1,61436,Bengaluru,Karnataka,India,Cloud,https://careers.wipro.com/job/Functional-Consultant-L1/61436-en_US
Lead Administrator - L1,58838,Pune,Maharashtra,India,Cloud,https://careers.wipro.com/job/Lead-Administrator-L1/58838-en_US
Sr Salesforce FSL Developer,78099,Hyderabad,Telangana,India,Cloud,https://careers.wipro.com/job/Sr-Salesforce-FSL-Developer/78099-en_US
Domain Consultant - L2,78443,Bengaluru,Karnataka,India,Consulting,https://careers.wipro.com/job/Domain-Consultant-L2/78443-en_US
Senior Consultant - Adv. & Mgmt - L1,61065,Bengaluru,Karnataka,India,Consulting,https://careers.wipro.com/job/Senior-Consultant-Adv_-&amp;-Mgmt-L1/61065-en_US
Technical Lead - L1,67757,Bengaluru,Karnataka,India,Cloud,https://careers.wipro.com/job/Technical-Lead-L1/67757-en_US
Technical Lead - L1,67485,Bengaluru,Karnataka,India,Cloud,https://careers.wipro.com/job/Technical-Lead-L1/67485-en_US
Senior Analyst,24315,Bengaluru,Karnataka,India,Business Process,https://careers.wipro.com/job/Senior-Analyst/24315-en_US
Administrator - L3,80759,Bengaluru,Karnataka,India,Cloud,https://careers.wipro.com/job/Administrator-L3/80759-en_US
Technical Lead - L1,80773,Hyderabad,Telangana,India,Engineering,https://careers.wipro.com/job/Technical-Lead-L1/80773-en_US
Technical Lead - L1,80774,Hyderabad,Telangana,India,Engineering,https://careers.wipro.com/job/Technical-Lead-L1/80774-en_US
CAD Engineer - L2,80795,Pune,Maharashtra,India,Engineering,https://careers.wipro.com/job/CAD-Engineer-L2/80795-en_US
Consultant - Tech & Impl - L1,80797,Hyderabad,Telangana,India,Consulting,https://careers.wipro.com/job/Consultant-Tech-&amp;-Impl-L1/80797-en_US
Cyber Security Analyst - L4,80814,Pune,Maharashtra,India,Cloud,https://careers.wipro.com/job/Cyber-Security-Analyst-L4/80814-en_US
Cyber Security Analyst - L4,80815,Pune,Maharashtra,India,Cloud,https://careers.wipro.com/job/Cyber-Security-Analyst-L4/80815-en_US
Security Architect - L2,80816,Pune,Maharashtra,India,Cloud,https://careers.wipro.com/job/Security-Architect-L2/80816-en_US
Project Manager - L1,80817,Pune,Maharashtra,India,Cloud,https://careers.wipro.com/job/Project-Manager-L1/80817-en_US
Cyber Security Analyst - L3,80818,Bengaluru,Karnataka,India,Cloud,https://careers.wipro.com/job/Cyber-Security-Analyst-L3/80818-en_US
Domain Consultant - L2,80830,Pune,Maharashtra,India,Consulting,https://careers.wipro.com/job/Domain-Consultant-L2/80830-en_US
Administrator - L3,80866,Pune,Maharashtra,India,Cloud,https://careers.wipro.com/job/Administrator-L3/80866-en_US
Technical Lead - L1,80870,Bengaluru,Karnataka,India,Digital Experience,https://careers.wipro.com/job/Technical-Lead-L1/80870-en_US
Technical Consultant - L2,80887,Pune,Maharashtra,India,Cloud,https://careers.wipro.com/job/Technical-Consultant-L2/80887-en_US
Techno Functional Consultant - L1,80889,Pune,Maharashtra,India,Cloud,https://careers.wipro.com/job/Techno-Functional-Consultant-L1/80889-en_US
Technical Lead - L1,80934,Pune,Maharashtra,India,Cloud,https://careers.wipro.com/job/Technical-Lead-L1/80934-en_US
Lead Administrator - L1,80936,Mumbai,Maharashtra,India,Cloud,https://careers.wipro.com/job/Lead-Administrator-L1/80936-en_US
System Engineer - L2,80939,Mumbai,Maharashtra,India,Cloud,https://careers.wipro.com/job/System-Engineer-L2/80939-en_US
System Engineer - L2,80940,Mumbai,Maharashtra,India,Cloud,https://careers.wipro.com/job/System-Engineer-L2/80940-en_US
System Engineer - L2,80941,Mumbai,Maharashtra,India,Cloud,https://careers.wipro.com/job/System-Engineer-L2/80941-en_US
System Engineer - L3,80942,Mumbai,Maharashtra,India,Cloud,https://careers.wipro.com/job/System-Engineer-L3/80942-en_US
Cyber Security Analyst - L4,80945,Bengaluru,Karnataka,India,Cloud,https://careers.wipro.com/job/Cyber-Security-Analyst-L4/80945-en_US
Cyber Security Analyst - L4,80946,Bengaluru,Karnataka,India,Cloud,https://careers.wipro.com/job/Cyber-Security-Analyst-L4/80946-en_US
Security Architect - L1,80947,Bengaluru,Karnataka,India,Cloud,https://careers.wipro.com/job/Security-Architect-L1/80947-en_US
Security Architect - L2,80948,Bengaluru,Karnataka,India,Cloud,https://careers.wipro.com/job/Security-Architect-L2/80948-en_US
Security Architect - L2,80949,Bengaluru,Karnataka,India,Cloud,https://careers.wipro.com/job/Security-Architect-L2/80949-en_US
Security Architect - L1,80950,Bengaluru,Karnataka,India,Cloud,https://careers.wipro.com/job/Security-Architect-L1/80950-en_US
Security Architect - L1,80951,Bengaluru,Karnataka,India,Cloud,https://careers.wipro.com/job/Security-Architect-L1/80951-en_US
Security Architect - L2,80952,Bengaluru,Karnataka,India,Cloud,https://careers.wipro.com/job/Security-Architect-L2/80952-en_US
Security Architect - L2,80953,Bengaluru,Karnataka,India,Cloud,https://careers.wipro.com/job/Security-Architect-L2/80953-en_US
Consultant - Tech & Impl - L1,86332,Hyderabad,Telangana,India,Cloud,https://careers.wipro.com/job/Consultant-Tech-&amp;-Impl-L1/86332-en_US
Associate Consultant - Adv. & Mgmt - L1,86339,Hyderabad,Telangana,India,Cloud,https://careers.wipro.com/job/Associate-Consultant-Adv_-&amp;-Mgmt-L1/86339-en_US
Technical Lead - L1,86344,Bengaluru,Karnataka,India,Engineering,https://careers.wipro.com/job/Technical-Lead-L1/86344-en_US
Solution Architect - L1,86345,Bengaluru,Karnataka,India,Cloud,https://careers.wipro.com/job/Solution-Architect-L1/86345-en_US
Solution Architect - L1,86347,Bengaluru,Karnataka,India,Cloud,https://careers.wipro.com/job/Solution-Architect-L1/86347-en_US
Technical Lead - L1,86356,Bengaluru,Karnataka,India,Cloud,https://careers.wipro.com/job/Technical-Lead-L1/86356-en_US
Functional Consultant - L1,86369,Pune,Maharashtra,India,Cloud,https://careers.wipro.com/job/Functional-Consultant-L1/86369-en_US
Production Agent - L1,86372,Bhubaneswar,Odisha,India,Business Process,https://careers.wipro.com/job/Production-Agent-L1/86372-en_US
Administrator - L2,86382,Mumbai,Maharashtra,India,Cloud,https://careers.wipro.com/job/Administrator-L2/86382-en_US
Consultant - Tech & Impl - L1,86384,Mumbai,Maharashtra,India,Cloud,https://careers.wipro.com/job/Consultant-Tech-&amp;-Impl-L1/86384-en_US
Administrator - L2,82024,Hyderabad,Telangana,India,Cloud,https://careers.wipro.com/job/Administrator-L2/82024-en_US
Lead Administrator - L1,82037,Pune,Maharashtra,India,Cloud,https://careers.wipro.com/job/Lead-Administrator-L1/82037-en_US
Administrator - L3,82040,Hyderabad,Telangana,India,Cloud,https://careers.wipro.com/job/Administrator-L3/82040-en_US
Administrator - L3,82042,Hyderabad,Telangana,India,Cloud,https://careers.wipro.com/job/Administrator-L3/82042-en_US
Lead Administrator - L1,82045,Hyderabad,Telangana,India,Cloud,https://careers.wipro.com/job/Lead-Administrator-L1/82045-en_US
Administrator - L3,82046,Hyderabad,Telangana,India,Cloud,https://careers.wipro.com/job/Administrator-L3/82046-en_US
Administrator - L3,82047,Hyderabad,Telangana,India,Cloud,https://careers.wipro.com/job/Administrator-L3/82047-en_US
Administrator - L1,82048,Hyderabad,Telangana,India,Cloud,https://careers.wipro.com/job/Administrator-L1/82048-en_US
