Job Title,Job ID,City,State,Country,Category,Apply Link
Service Desk Analyst - L2,82052,Hyderabad,Telangana,India,Cloud,https://careers.wipro.com/job/Service-Desk-Analyst-L2/82052-en_US
Administrator - L1,82058,Hyderabad,Telangana,India,Cloud,https://careers.wipro.com/job/Administrator-L1/82058-en_US
Developer - L4,39941,Bengaluru,Karnataka,India,Cloud,https://careers.wipro.com/job/Developer-L4/39941-en_US
Technical Lead - L1,84281,Hyderabad,Telangana,India,Cloud,https://careers.wipro.com/job/Technical-Lead-L1/84281-en_US
Technical Lead - L1,69849,Hyderabad,Telangana,India,Cloud,https://careers.wipro.com/job/Technical-Lead-L1/69849-en_US
Analyst - Fund Accounting,67256,Gurugram,Haryana,India,Business Process,https://careers.wipro.com/job/Analyst-Fund-Accounting/67256-en_US
.Net Developer,72992,Bengaluru,Karnataka,India,Corporate Function,https://careers.wipro.com/job/_Net-Developer/72992-en_US
Administrator - L3,81221,Hyderabad,Telangana,India,Cloud,https://careers.wipro.com/job/Administrator-L3/81221-en_US
Analyst,47558,Gurugram,Haryana,India,Business Process,https://careers.wipro.com/job/Analyst/47558-en_US
DevOps Engineer - L4,80261,Mumbai,Maharashtra,India,Digital Experience,https://careers.wipro.com/job/DevOps-Engineer-L4/80261-en_US
DevOps Lead - L2,80259,Mumbai,Maharashtra,India,Digital Experience,https://careers.wipro.com/job/DevOps-Lead-L2/80259-en_US
DevOps Engineer - L4,83883,Mumbai,Maharashtra,India,Digital Experience,https://careers.wipro.com/job/DevOps-Engineer-L4/83883-en_US
Lead Administrator - L1,82108,Pune,Maharashtra,India,Cloud,https://careers.wipro.com/job/Lead-Administrator-L1/82108-en_US
Developer - L3,82140,Bengaluru,Karnataka,India,Engineering,https://careers.wipro.com/job/Developer-L3/82140-en_US
DevOps Lead - L1,82151,Pune,Maharashtra,India,Cloud,https://careers.wipro.com/job/DevOps-Lead-L1/82151-en_US
DevOps Lead - L1,82157,Pune,Maharashtra,India,Cloud,https://careers.wipro.com/job/DevOps-Lead-L1/82157-en_US
DevOps Lead - L1,82159,Pune,Maharashtra,India,Cloud,https://careers.wipro.com/job/DevOps-Lead-L1/82159-en_US
Lead Administrator - L1,82164,Pune,Maharashtra,India,Cloud,https://careers.wipro.com/job/Lead-Administrator-L1/82164-en_US
Lead Administrator - L1,82167,Pune,Maharashtra,India,Cloud,https://careers.wipro.com/job/Lead-Administrator-L1/82167-en_US
Lead Administrator - L1,82169,Pune,Maharashtra,India,Cloud,https://careers.wipro.com/job/Lead-Administrator-L1/82169-en_US
Solution Architect - L1,82172,Bengaluru,Karnataka,India,Engineering,https://careers.wipro.com/job/Solution-Architect-L1/82172-en_US
Solution Architect - L1,82186,Hyderabad,Telangana,India,Cloud,https://careers.wipro.com/job/Solution-Architect-L1/82186-en_US
Senior Analyst,68758,Gurugram,Haryana,India,Business Process,https://careers.wipro.com/job/Senior-Analyst/68758-en_US
Senior Analyst,31720,Bengaluru,Karnataka,India,Business Process,https://careers.wipro.com/job/Senior-Analyst/31720-en_US
Presales Solutions Lead,77083,Bengaluru,Karnataka,India,,https://careers.wipro.com/job/Presales-Solutions-Lead/77083-en_US
Analyst,23767,Bengaluru,Karnataka,India,Business Process,https://careers.wipro.com/job/Analyst/23767-en_US
JAVA Fullstack Developer,54062,Pune,Maharashtra,India,Digital Experience,https://careers.wipro.com/job/JAVA-Fullstack-Developer/54062-en_US
Analyst - Fund Accounting,61652,Gurugram,Haryana,India,Business Process,https://careers.wipro.com/job/Analyst-Fund-Accounting/61652-en_US
Developer - L3,79572,Bengaluru,Karnataka,India,Digital Experience,https://careers.wipro.com/job/Developer-L3/79572-en_US
Test Engineer - L3,77384,Bengaluru,Karnataka,India,Digital Experience,https://careers.wipro.com/job/Test-Engineer-L3/77384-en_US
Automation Engineer - L3,82362,Mumbai,Maharashtra,India,Cloud,https://careers.wipro.com/job/Automation-Engineer-L3/82362-en_US
Test Engineer - L3,86735,Bengaluru,Karnataka,India,Digital Experience,https://careers.wipro.com/job/Test-Engineer-L3/86735-en_US
Test Engineer - L3,82289,Pune,Maharashtra,India,Digital Experience,https://careers.wipro.com/job/Test-Engineer-L3/82289-en_US
Technical Lead - L1,82290,Bengaluru,Karnataka,India,Digital Experience,https://careers.wipro.com/job/Technical-Lead-L1/82290-en_US
Administrator - L2,82314,Hyderabad,Telangana,India,Cloud,https://careers.wipro.com/job/Administrator-L2/82314-en_US
Administrator - L2,82316,Hyderabad,Telangana,India,Cloud,https://careers.wipro.com/job/Administrator-L2/82316-en_US
Administrator - L3,82318,Mumbai,Maharashtra,India,Cloud,https://careers.wipro.com/job/Administrator-L3/82318-en_US
Production Agent - L1,82346,Hyderabad,Telangana,India,Business Process,https://careers.wipro.com/job/Production-Agent-L1/82346-en_US
Developer - L3,82371,Mumbai,Maharashtra,India,Digital Experience,https://careers.wipro.com/job/Developer-L3/82371-en_US
Production Agent - L1,82396,Mumbai,Maharashtra,India,Business Process,https://careers.wipro.com/job/Production-Agent-L1/82396-en_US
Production Specialist - L1,82399,Pune,Maharashtra,India,Business Process,https://careers.wipro.com/job/Production-Specialist-L1/82399-en_US
Production Agent - L1,82400,Pune,Maharashtra,India,Business Process,https://careers.wipro.com/job/Production-Agent-L1/82400-en_US
Administrator - L3,80995,Mumbai,Maharashtra,India,Cloud,https://careers.wipro.com/job/Administrator-L3/80995-en_US
Administrator - L3,81068,Mumbai,Maharashtra,India,Cloud,https://careers.wipro.com/job/Administrator-L3/81068-en_US
Administrator - L3,81004,Mumbai,Maharashtra,India,Cloud,https://careers.wipro.com/job/Administrator-L3/81004-en_US
Lead Administrator - L1,83025,Mumbai,Maharashtra,India,Cloud,https://careers.wipro.com/job/Lead-Administrator-L1/83025-en_US
Administrator - L3,81362,Mumbai,Maharashtra,India,Cloud,https://careers.wipro.com/job/Administrator-L3/81362-en_US
Administrator - L3,81330,Mumbai,Maharashtra,India,Cloud,https://careers.wipro.com/job/Administrator-L3/81330-en_US
Administrator - L2,81347,Mumbai,Maharashtra,India,Cloud,https://careers.wipro.com/job/Administrator-L2/81347-en_US
Administrator - L2,81320,Mumbai,Maharashtra,India,Cloud,https://careers.wipro.com/job/Administrator-L2/81320-en_US
Lead Administrator - L1,81411,Mumbai,Maharashtra,India,Cloud,https://careers.wipro.com/job/Lead-Administrator-L1/81411-en_US
Technical Lead - L1,85744,Pune,Maharashtra,India,Cloud,https://careers.wipro.com/job/Technical-Lead-L1/85744-en_US
Techno Functional Consultant - L2,83552,Bengaluru,Karnataka,India,Digital Experience,https://careers.wipro.com/job/Techno-Functional-Consultant-L2/83552-en_US
Developer - L3,83564,Mumbai,Maharashtra,India,Digital Experience,https://careers.wipro.com/job/Developer-L3/83564-en_US
BMC Helix operations Management,83587,Pune,Maharashtra,India,Cloud,https://careers.wipro.com/job/BMC-Helix-operations-Management/83587-en_US
Lead Administrator - L1,83589,Pune,Maharashtra,India,Cloud,https://careers.wipro.com/job/Lead-Administrator-L1/83589-en_US
Technical Lead - L1,83603,Hyderabad,Telangana,India,Engineering,https://careers.wipro.com/job/Technical-Lead-L1/83603-en_US
Test Engineer - L3,83604,Hyderabad,Telangana,India,Engineering,https://careers.wipro.com/job/Test-Engineer-L3/83604-en_US
Developer - L3,83605,Hyderabad,Telangana,India,Engineering,https://careers.wipro.com/job/Developer-L3/83605-en_US
Cyber Security Analyst - L4,83640,Bengaluru,Karnataka,India,Cloud,https://careers.wipro.com/job/Cyber-Security-Analyst-L4/83640-en_US
Cyber Security Analyst - L4,83643,Bengaluru,Karnataka,India,Cloud,https://careers.wipro.com/job/Cyber-Security-Analyst-L4/83643-en_US
Functional Consultant - L1,83676,Bengaluru,Karnataka,India,Cloud,https://careers.wipro.com/job/Functional-Consultant-L1/83676-en_US
DevOps Lead - L2,83688,Pune,Maharashtra,India,Digital Experience,https://careers.wipro.com/job/DevOps-Lead-L2/83688-en_US
Business Analyst - L4,83708,Hyderabad,Telangana,India,Consulting,https://careers.wipro.com/job/Business-Analyst-L4/83708-en_US
Solution Architect - L1,83723,Bengaluru,Karnataka,India,Digital Experience,https://careers.wipro.com/job/Solution-Architect-L1/83723-en_US
Developer - L3,83724,Bengaluru,Karnataka,India,Digital Experience,https://careers.wipro.com/job/Developer-L3/83724-en_US
Quality and Process Excellence Lead - L1,83725,Pune,Maharashtra,India,Business Process,https://careers.wipro.com/job/Quality-and-Process-Excellence-Lead-L1/83725-en_US
Test Engineer - L3,83769,Hyderabad,Telangana,India,Digital Experience,https://careers.wipro.com/job/Test-Engineer-L3/83769-en_US
Production Specialist - L2,83792,Pune,Maharashtra,India,Business Process,https://careers.wipro.com/job/Production-Specialist-L2/83792-en_US
Domain Consultant - L3,87001,Gurugram,Haryana,India,Consulting,https://careers.wipro.com/job/Domain-Consultant-L3/87001-en_US
Developer - L3,84371,Bengaluru,Karnataka,India,Cloud,https://careers.wipro.com/job/Developer-L3/84371-en_US
Production Agent - L1,86556,Mumbai,Maharashtra,India,Business Process,https://careers.wipro.com/job/Production-Agent-L1/86556-en_US
Managing Consultant - Adv. & Mgmt - L1,86940,Pune,Maharashtra,India,Consulting,https://careers.wipro.com/job/Managing-Consultant-Adv_-&amp;-Mgmt-L1/86940-en_US
VLSI Engineer - L3,83953,Hyderabad,Telangana,India,Engineering,https://careers.wipro.com/job/VLSI-Engineer-L3/83953-en_US
Production Agent - L1,87050,Mumbai,Maharashtra,India,Business Process,https://careers.wipro.com/job/Production-Agent-L1/87050-en_US
Windows Server Admin,80801,Mumbai,Maharashtra,India,Cloud,https://careers.wipro.com/job/Windows-Server-Admin/80801-en_US
Technical Lead - L1,86974,Pune,Maharashtra,India,Cloud,https://careers.wipro.com/job/Technical-Lead-L1/86974-en_US
Developer - L3,82367,Mumbai,Maharashtra,India,Digital Experience,https://careers.wipro.com/job/Developer-L3/82367-en_US
Developer - L3,66773,Bengaluru,Karnataka,India,Digital Experience,https://careers.wipro.com/job/Developer-L3/66773-en_US
Domain Consultant - L3,79946,Hyderabad,Telangana,India,Consulting,https://careers.wipro.com/job/Domain-Consultant-L3/79946-en_US
Senior Consultant - Tech & Impl - L1,84470,Pune,Maharashtra,India,Cloud,https://careers.wipro.com/job/Senior-Consultant-Tech-&amp;-Impl-L1/84470-en_US
Technical Lead - L1,85013,Pune,Maharashtra,India,Digital Experience,https://careers.wipro.com/job/Technical-Lead-L1/85013-en_US
Production Agent - L1,87049,Mumbai,Maharashtra,India,Business Process,https://careers.wipro.com/job/Production-Agent-L1/87049-en_US
Lead Administrator - L1,73416,Hyderabad,Telangana,India,Cloud,https://careers.wipro.com/job/Lead-Administrator-L1/73416-en_US
Administrator - L2,83630,Mumbai,Maharashtra,India,Cloud,https://careers.wipro.com/job/Administrator-L2/83630-en_US
Solution Architect - L1,79376,Pune,Maharashtra,India,Digital Experience,https://careers.wipro.com/job/Solution-Architect-L1/79376-en_US
Production Agent - L1,80387,Bhubaneswar,Odisha,India,Business Process,https://careers.wipro.com/job/Production-Agent-L1/80387-en_US
Developer - L3,74720,Bengaluru,Karnataka,India,Digital Experience,https://careers.wipro.com/job/Developer-L3/74720-en_US
Developer - L3,70766,Hyderabad,Telangana,India,Digital Experience,https://careers.wipro.com/job/Developer-L3/70766-en_US
Test Engineer - L4,83095,Bengaluru,Karnataka,India,Digital Experience,https://careers.wipro.com/job/Test-Engineer-L4/83095-en_US
Technical Consultant - L2,62645,Bengaluru,Karnataka,India,Cloud,https://careers.wipro.com/job/Technical-Consultant-L2/62645-en_US
Developer - L4,85164,Bengaluru,Karnataka,India,Digital Experience,https://careers.wipro.com/job/Developer-L4/85164-en_US
DevSecOps Consultant - L1,85142,Hyderabad,Telangana,India,Digital Experience,https://careers.wipro.com/job/DevSecOps-Consultant-L1/85142-en_US
Production Specialist - L1,85160,Mumbai,Maharashtra,India,Business Process,https://careers.wipro.com/job/Production-Specialist-L1/85160-en_US
Developer - L2,85162,Mumbai,Maharashtra,India,Digital Experience,https://careers.wipro.com/job/Developer-L2/85162-en_US
Developer - L1,85165,Hyderabad,Telangana,India,Digital Experience,https://careers.wipro.com/job/Developer-L1/85165-en_US
Cyber Security Analyst - L4,85169,Pune,Maharashtra,India,Cloud,https://careers.wipro.com/job/Cyber-Security-Analyst-L4/85169-en_US
Security Architect - L1,85170,Pune,Maharashtra,India,Cloud,https://careers.wipro.com/job/Security-Architect-L1/85170-en_US
Cyber Security Analyst - L4,85171,Pune,Maharashtra,India,Cloud,https://careers.wipro.com/job/Cyber-Security-Analyst-L4/85171-en_US
Technical Lead - L1,85187,Pune,Maharashtra,India,Digital Experience,https://careers.wipro.com/job/Technical-Lead-L1/85187-en_US
Technical Lead - L1,85189,Pune,Maharashtra,India,Digital Experience,https://careers.wipro.com/job/Technical-Lead-L1/85189-en_US
Technical Lead - L1,85191,Pune,Maharashtra,India,Digital Experience,https://careers.wipro.com/job/Technical-Lead-L1/85191-en_US
Domain Consultant - L1,84092,Hyderabad,Telangana,India,Consulting,https://careers.wipro.com/job/Domain-Consultant-L1/84092-en_US
Hyperion Planning - Consultant,80988,Hyderabad,Telangana,India,Cloud,https://careers.wipro.com/job/Hyperion-Planning-Consultant/80988-en_US
Test Engineer - L3,86655,Bengaluru,Karnataka,India,Engineering,https://careers.wipro.com/job/Test-Engineer-L3/86655-en_US
Developer - L3,32961,Bengaluru,Karnataka,India,Engineering,https://careers.wipro.com/job/Developer-L3/32961-en_US
CISCO Digital Network Architecture,53134,Bengaluru,Karnataka,India,Cloud,https://careers.wipro.com/job/CISCO-Digital-Network-Architecture/53134-en_US
System Engineer - L3,82004,Mumbai,Maharashtra,India,Cloud,https://careers.wipro.com/job/System-Engineer-L3/82004-en_US
Test Engineer - L3,85537,Bengaluru,Karnataka,India,Digital Experience,https://careers.wipro.com/job/Test-Engineer-L3/85537-en_US
Developer - L4,84012,Bengaluru,Karnataka,India,Digital Experience,https://careers.wipro.com/job/Developer-L4/84012-en_US
Production Agent - L1,87051,Mumbai,Maharashtra,India,Business Process,https://careers.wipro.com/job/Production-Agent-L1/87051-en_US
Technical Lead - L1,58329,Mumbai,Maharashtra,India,Digital Experience,https://careers.wipro.com/job/Technical-Lead-L1/58329-en_US
Administrator - L2,81352,Mumbai,Maharashtra,India,Cloud,https://careers.wipro.com/job/Administrator-L2/81352-en_US
Administrator - L2,81337,Mumbai,Maharashtra,India,Cloud,https://careers.wipro.com/job/Administrator-L2/81337-en_US
Administrator - L2,81423,Mumbai,Maharashtra,India,Cloud,https://careers.wipro.com/job/Administrator-L2/81423-en_US
Sap SD AFS Consultant,41080,Pune,Maharashtra,India,Cloud,https://careers.wipro.com/job/Sap-SD-AFS-Consultant/41080-en_US
Administrator - L2,81322,Mumbai,Maharashtra,India,Cloud,https://careers.wipro.com/job/Administrator-L2/81322-en_US
Microsoft Active Directory Admin,73427,Bengaluru,Karnataka,India,Cloud,https://careers.wipro.com/job/Microsoft-Active-Directory-Admin/73427-en_US
Developer - L3,73310,Bengaluru,Karnataka,India,Cloud,https://careers.wipro.com/job/Developer-L3/73310-en_US
Business Analyst - L4,86296,Bengaluru,Karnataka,India,Consulting,https://careers.wipro.com/job/Business-Analyst-L4/86296-en_US
Administrator - L2,82996,Mumbai,Maharashtra,India,Cloud,https://careers.wipro.com/job/Administrator-L2/82996-en_US
Administrator - L2,82993,Mumbai,Maharashtra,India,Cloud,https://careers.wipro.com/job/Administrator-L2/82993-en_US
Administrator - L2,82979,Mumbai,Maharashtra,India,Cloud,https://careers.wipro.com/job/Administrator-L2/82979-en_US
Administrator - L3,80993,Mumbai,Maharashtra,India,Cloud,https://careers.wipro.com/job/Administrator-L3/80993-en_US
Administrator - L3,80991,Mumbai,Maharashtra,India,Cloud,https://careers.wipro.com/job/Administrator-L3/80991-en_US
Administrator - L2,82953,Mumbai,Maharashtra,India,Cloud,https://careers.wipro.com/job/Administrator-L2/82953-en_US
Lead Administrator - L1,81175,Mumbai,Maharashtra,India,Cloud,https://careers.wipro.com/job/Lead-Administrator-L1/81175-en_US
Administrator - L2,82302,Mumbai,Maharashtra,India,Cloud,https://careers.wipro.com/job/Administrator-L2/82302-en_US
Administrator - L3,81397,Mumbai,Maharashtra,India,Cloud,https://careers.wipro.com/job/Administrator-L3/81397-en_US
Administrator - L2,81340,Mumbai,Maharashtra,India,Cloud,https://careers.wipro.com/job/Administrator-L2/81340-en_US
Administrator - L2,81332,Mumbai,Maharashtra,India,Cloud,https://careers.wipro.com/job/Administrator-L2/81332-en_US
Administrator - L2,81326,Mumbai,Maharashtra,India,Cloud,https://careers.wipro.com/job/Administrator-L2/81326-en_US
Analyst,85429,Gurugram,Haryana,India,Business Process,https://careers.wipro.com/job/Analyst/85429-en_US
Production Specialist - L1,85430,Gurugram,Haryana,India,Business Process,https://careers.wipro.com/job/Production-Specialist-L1/85430-en_US
Production Specialist - L1,85435,Gurugram,Haryana,India,Business Process,https://careers.wipro.com/job/Production-Specialist-L1/85435-en_US
Production Specialist - L1,85436,Gurugram,Haryana,India,Business Process,https://careers.wipro.com/job/Production-Specialist-L1/85436-en_US
Data Analyst - L3,82467,Hyderabad,Telangana,India,Cloud,https://careers.wipro.com/job/Data-Analyst-L3/82467-en_US
Developer - L2,75213,Hyderabad,Telangana,India,Cloud,https://careers.wipro.com/job/Developer-L2/75213-en_US
Administrator - L1,85533,Mysore,Karnataka,India,Cloud,https://careers.wipro.com/job/Administrator-L1/85533-en_US
Cyber Security Analyst - L4,79230,Pune,Maharashtra,India,Cloud,https://careers.wipro.com/job/Cyber-Security-Analyst-L4/79230-en_US
Lead Administrator - L1,79162,Pune,Maharashtra,India,Cloud,https://careers.wipro.com/job/Lead-Administrator-L1/79162-en_US
Automation Engineer - L3,79361,Pune,Maharashtra,India,Cloud,https://careers.wipro.com/job/Automation-Engineer-L3/79361-en_US
Administrator - L3,86334,Mumbai,Maharashtra,India,Cloud,https://careers.wipro.com/job/Administrator-L3/86334-en_US
React+Next js Developer,70516,Hyderabad,Telangana,India,Cloud,https://careers.wipro.com/job/React%2BNext-js-Developer/70516-en_US
Data Analyst - L3,84167,Pune,Maharashtra,India,Cloud,https://careers.wipro.com/job/Data-Analyst-L3/84167-en_US
Data Analyst - L3,84165,Pune,Maharashtra,India,Cloud,https://careers.wipro.com/job/Data-Analyst-L3/84165-en_US
Developer - L3,84818,Pune,Maharashtra,India,Cloud,https://careers.wipro.com/job/Developer-L3/84818-en_US
Developer - L4,83206,Pune,Maharashtra,India,Cloud,https://careers.wipro.com/job/Developer-L4/83206-en_US
Technical Lead - L1,85788,Bengaluru,Karnataka,India,Digital Experience,https://careers.wipro.com/job/Technical-Lead-L1/85788-en_US
Developer - L3,85158,Pune,Maharashtra,India,Cloud,https://careers.wipro.com/job/Developer-L3/85158-en_US
Developer - L3,84158,Pune,Maharashtra,India,Cloud,https://careers.wipro.com/job/Developer-L3/84158-en_US
Mid Level manager (MLM) - L2,86896,Hyderabad,Telangana,India,Business Process,https://careers.wipro.com/job/Mid-Level-manager-%28MLM%29-L2/86896-en_US
Production Specialist - L1,86860,Gurugram,Haryana,India,Business Process,https://careers.wipro.com/job/Production-Specialist-L1/86860-en_US
Cyber Security Analyst - L4,86025,Hyderabad,Telangana,India,Cloud,https://careers.wipro.com/job/Cyber-Security-Analyst-L4/86025-en_US
Technical Lead - L1,85024,Bengaluru,Karnataka,India,Digital Experience,https://careers.wipro.com/job/Technical-Lead-L1/85024-en_US
Principal Consultant - Tech & Impl - L1,86866,Pune,Maharashtra,India,Consulting,https://careers.wipro.com/job/Principal-Consultant-Tech-&amp;-Impl-L1/86866-en_US
Developer - L3,86056,Bengaluru,Karnataka,India,Digital Experience,https://careers.wipro.com/job/Developer-L3/86056-en_US
Collibra-L1,68571,Hyderabad,Telangana,India,Cloud,https://careers.wipro.com/job/Collibra-L1/68571-en_US
Developer - L4,84729,Hyderabad,Telangana,India,Cloud,https://careers.wipro.com/job/Developer-L4/84729-en_US
Production Agent - L1,86926,Hyderabad,Telangana,India,Business Process,https://careers.wipro.com/job/Production-Agent-L1/86926-en_US
Production Agent - L1,86927,Hyderabad,Telangana,India,Business Process,https://careers.wipro.com/job/Production-Agent-L1/86927-en_US
Quality and Process Excellence Lead - L1,86928,Hyderabad,Telangana,India,Business Process,https://careers.wipro.com/job/Quality-and-Process-Excellence-Lead-L1/86928-en_US
Sr Developer - Java BED,86392,Bengaluru,Karnataka,India,Digital Experience,https://careers.wipro.com/job/Sr-Developer-Java-BED/86392-en_US
Technical Lead - L1,73100,Pune,Maharashtra,India,Cloud,https://careers.wipro.com/job/Technical-Lead-L1/73100-en_US
Senior FLM - L1,86900,Hyderabad,Telangana,India,Business Process,https://careers.wipro.com/job/Senior-FLM-L1/86900-en_US
Senior Consultant - Tech & Impl - L1,77745,Hyderabad,Telangana,India,Consulting,https://careers.wipro.com/job/Senior-Consultant-Tech-&amp;-Impl-L1/77745-en_US
Developer - L3,71507,Hyderabad,Telangana,India,Digital Experience,https://careers.wipro.com/job/Developer-L3/71507-en_US
Technical Lead - L1,77517,Pune,Maharashtra,India,Cloud,https://careers.wipro.com/job/Technical-Lead-L1/77517-en_US
SAS Developer - L3,84186,Hyderabad,Telangana,India,Cloud,https://careers.wipro.com/job/SAS-Developer-L3/84186-en_US
Domain Consultant - L2,84758,Pune,Maharashtra,India,Consulting,https://careers.wipro.com/job/Domain-Consultant-L2/84758-en_US
Analyst,78747,Pune,Maharashtra,India,Business Process,https://careers.wipro.com/job/Analyst/78747-en_US
Big Data Developer,84160,Pune,Maharashtra,India,Cloud,https://careers.wipro.com/job/Big-Data-Developer/84160-en_US
Selenium Java Testing,69184,Bengaluru,Karnataka,India,Digital Experience,https://careers.wipro.com/job/Selenium-Java-Testing/69184-en_US
Recruiter - L3,86856,Gurugram,Haryana,India,Business Process,https://careers.wipro.com/job/Recruiter-L3/86856-en_US
Technical Lead - L1,77419,Bengaluru,Karnataka,India,Digital Experience,https://careers.wipro.com/job/Technical-Lead-L1/77419-en_US
Senior Consultant - Tech & Impl - L1,77115,Hyderabad,Telangana,India,Cloud,https://careers.wipro.com/job/Senior-Consultant-Tech-&amp;-Impl-L1/77115-en_US
Technical Lead - L1,85712,Bengaluru,Karnataka,India,Digital Experience,https://careers.wipro.com/job/Technical-Lead-L1/85712-en_US
Sr Analyst,86826,Pune,Maharashtra,India,Business Process,https://careers.wipro.com/job/Sr-Analyst/86826-en_US
Techno Functional Consultant - L1,82983,Bengaluru,Karnataka,India,Digital Experience,https://careers.wipro.com/job/Techno-Functional-Consultant-L1/82983-en_US
Production Specialist - L1,86858,Gurugram,Haryana,India,Business Process,https://careers.wipro.com/job/Production-Specialist-L1/86858-en_US
Production Specialist - L2,86859,Gurugram,Haryana,India,Business Process,https://careers.wipro.com/job/Production-Specialist-L2/86859-en_US
Administrator - L3,76752,Hyderabad,Telangana,India,Cloud,https://careers.wipro.com/job/Administrator-L3/76752-en_US
Principal Consultant - Tech & Impl - L1,85699,Bengaluru,Karnataka,India,Consulting,https://careers.wipro.com/job/Principal-Consultant-Tech-&amp;-Impl-L1/85699-en_US
Business Analyst - L4,85701,Pune,Maharashtra,India,Consulting,https://careers.wipro.com/job/Business-Analyst-L4/85701-en_US
Technical Lead - L1,85703,Bengaluru,Karnataka,India,Cloud,https://careers.wipro.com/job/Technical-Lead-L1/85703-en_US
Tools Consultant - L1,85711,Hyderabad,Telangana,India,Cloud,https://careers.wipro.com/job/Tools-Consultant-L1/85711-en_US
Technical Lead - L1,85723,Hyderabad,Telangana,India,Cloud,https://careers.wipro.com/job/Technical-Lead-L1/85723-en_US
Solution Architect - L1,85725,Pune,Maharashtra,India,Cloud,https://careers.wipro.com/job/Solution-Architect-L1/85725-en_US
Solution Architect - L1,85731,Hyderabad,Telangana,India,Cloud,https://careers.wipro.com/job/Solution-Architect-L1/85731-en_US
Technical Lead - L1,85733,Bengaluru,Karnataka,India,Digital Experience,https://careers.wipro.com/job/Technical-Lead-L1/85733-en_US
Production Agent - L1,85751,Pune,Maharashtra,India,Business Process,https://careers.wipro.com/job/Production-Agent-L1/85751-en_US
Developer - L3,85802,Hyderabad,Telangana,India,Cloud,https://careers.wipro.com/job/Developer-L3/85802-en_US
Test Engineer,77860,Bengaluru,Karnataka,India,Digital Experience,https://careers.wipro.com/job/Test-Engineer/77860-en_US
Techno Functional Consultant - L1,85702,Pune,Maharashtra,India,Consulting,https://careers.wipro.com/job/Techno-Functional-Consultant-L1/85702-en_US
Solution Architect - L1,80419,Bengaluru,Karnataka,India,Cloud,https://careers.wipro.com/job/Solution-Architect-L1/80419-en_US
Developer - L4,80011,Bengaluru,Karnataka,India,Cloud,https://careers.wipro.com/job/Developer-L4/80011-en_US
Domain Consultant - L2,84154,Bengaluru,Karnataka,India,Consulting,https://careers.wipro.com/job/Domain-Consultant-L2/84154-en_US
Technical Lead - L1,77812,Pune,Maharashtra,India,Digital Experience,https://careers.wipro.com/job/Technical-Lead-L1/77812-en_US
Technical Lead - L1,77380,Pune,Maharashtra,India,Digital Experience,https://careers.wipro.com/job/Technical-Lead-L1/77380-en_US
DevSecOps Consultant - L1,59545,Bengaluru,Karnataka,India,Cloud,https://careers.wipro.com/job/DevSecOps-Consultant-L1/59545-en_US
Developer - L3,84370,Bengaluru,Karnataka,India,Cloud,https://careers.wipro.com/job/Developer-L3/84370-en_US
Selenium Java Testing,74034,Bengaluru,Karnataka,India,Digital Experience,https://careers.wipro.com/job/Selenium-Java-Testing/74034-en_US
Developer - L4,85916,Pune,Maharashtra,India,Cloud,https://careers.wipro.com/job/Developer-L4/85916-en_US
Asset and Configuration Coordinator - L3,85947,Bengaluru,Karnataka,India,Cloud,https://careers.wipro.com/job/Asset-and-Configuration-Coordinator-L3/85947-en_US
Asset and Configuration Manager - L1,85948,Bengaluru,Karnataka,India,Cloud,https://careers.wipro.com/job/Asset-and-Configuration-Manager-L1/85948-en_US
Techno Functional Consultant - L2,85953,Bengaluru,Karnataka,India,Consulting,https://careers.wipro.com/job/Techno-Functional-Consultant-L2/85953-en_US
Technical Lead - L1,85963,Pune,Maharashtra,India,Digital Experience,https://careers.wipro.com/job/Technical-Lead-L1/85963-en_US
Technical Lead - L1,85964,Pune,Maharashtra,India,Digital Experience,https://careers.wipro.com/job/Technical-Lead-L1/85964-en_US
Technical Lead - L1,85965,Pune,Maharashtra,India,Digital Experience,https://careers.wipro.com/job/Technical-Lead-L1/85965-en_US
Production Agent - L1,85980,Hyderabad,Telangana,India,Business Process,https://careers.wipro.com/job/Production-Agent-L1/85980-en_US
Developer - L3,85988,Pune,Maharashtra,India,Digital Experience,https://careers.wipro.com/job/Developer-L3/85988-en_US
Technical Lead - L1,85989,Pune,Maharashtra,India,Digital Experience,https://careers.wipro.com/job/Technical-Lead-L1/85989-en_US
DevOps Lead - L2,85990,Pune,Maharashtra,India,Digital Experience,https://careers.wipro.com/job/DevOps-Lead-L2/85990-en_US
Technical Lead - L1,85994,Hyderabad,Telangana,India,Digital Experience,https://careers.wipro.com/job/Technical-Lead-L1/85994-en_US
Solution Architect - L1,86013,Bengaluru,Karnataka,India,Engineering,https://careers.wipro.com/job/Solution-Architect-L1/86013-en_US
Analyst - L3,86017,Bengaluru,Karnataka,India,Digital Experience,https://careers.wipro.com/job/Analyst-L3/86017-en_US
Developer - L3,86045,Hyderabad,Telangana,India,Digital Experience,https://careers.wipro.com/job/Developer-L3/86045-en_US
Technical Lead - L1,86046,Hyderabad,Telangana,India,Digital Experience,https://careers.wipro.com/job/Technical-Lead-L1/86046-en_US
Techno Functional Consultant - L2,86049,Bengaluru,Karnataka,India,Digital Experience,https://careers.wipro.com/job/Techno-Functional-Consultant-L2/86049-en_US
